1,1,0
2,1,0
3,1,0
4,0,1
5,0,1
6,1,0
7,0,1
8,0,1
9,1,0
10,0,1
11,0,1
12,0,1
13,1,0
14,0,1
15,0,1
16,0,1
17,0,1
18,1,0
19,1,0
20,1,0
21,0,1
22,1,0
23,0,1
24,1,0
25,0,1
26,1,0
27,0,1
28,1,0
29,0,1
30,1,0
31,0,1
32,1,0
33,0,1
34,0,1
35,0,1
36,0,1
37,1,0
38,0,1
39,0,1
40,1,0
41,0,1
42,0,1
43,0,1
44,0,1
45,1,0
46,1,0
47,0,1
48,1,0
49,0,1
50,0,1
51,0,1
52,0,1
53,0,1
54,0,1
55,0,1
56,1,0
57,0,1
58,1,0
59,0,1
60,0,1
61,1,0
62,1,0
63,0,1
64,1,0
65,0,1
66,1,0
67,0,1
68,1,0
69,0,1
70,0,1
71,0,1
72,0,1
73,0,1
74,0,1
75,0,1
76,0,1
77,1,0
78,0,1
79,1,0
80,0,1
81,0,1
82,0,1
83,0,1
84,0,1
85,0,1
86,0,1
87,0,1
88,0,1
89,0,1
90,0,1
91,1,0
92,0,1
93,0,1
94,1,0
95,0,1
96,1,0
97,0,1
98,1,0
99,0,1
100,1,0
101,0,1
102,1,0
103,0,1
104,0,1
105,0,1
106,1,0
107,0,1
108,0,1
109,1,0
110,1,0
111,0,1
112,0,1
113,1,0
114,0,1
115,1,0
116,0,1
117,1,0
118,1,0
119,0,1
120,0,1
121,0,1
122,0,1
123,0,1
124,0,1
125,0,1
126,1,0
127,1,0
128,1,0
129,0,1
130,0,1
131,0,1
132,0,1
133,0,1
134,1,0
135,0,1
136,0,1
137,0,1
138,1,0
139,1,0
140,0,1
141,1,0
142,1,0
143,1,0
144,0,1
145,0,1
146,1,0
147,0,1
148,0,1
149,0,1
150,1,0
151,0,1
152,0,1
153,0,1
154,0,1
155,0,1
156,0,1
157,0,1
158,0,1
159,0,1
160,1,0
161,0,1
162,1,0
163,0,1
164,0,1
165,0,1
166,1,0
167,0,1
168,1,0
169,0,1
170,0,1
171,1,0
172,0,1
173,0,1
174,0,1
175,1,0
176,0,1
177,1,0
178,0,1
179,0,1
180,1,0
181,0,1
182,0,1
183,0,1
184,1,0
185,0,1
186,1,0
187,0,1
188,0,1
189,0,1
190,0,1
191,0,1
192,0,1
193,0,1
194,0,1
195,0,1
196,1,0
197,0,1
198,0,1
199,1,0
200,0,1
201,0,1
202,1,0
203,0,1
